20. redna seja,Zakon o spremembah in dopolnitvah Zakona o zdravstvenem varstvu in zdravstvenem zavarovanju - Evidenčni sklep MDT 21.6.2016,None
20. redna seja,Sklep o izbiri revizorske družbe za revidiranje  računovodskih izkazov Računskega sodišča Republike Slovenije za leto 2015 - Glasovanje,None
20. redna seja,|Priporočilo v zvezi s problematiko poenostavljene pripojitve Probanke d.d. in Factor Banke d.d. k DUTB d.d., zaradi česar naj bi nastala potreba po njeni dokapitalizaciji - Glasovanje|,None
20. redna seja,Zakon o spremembah in dopolnitvah Zakona o plačilnih storitvah in sistemih - Glasovanje o zakonu v celoti,None
20. redna seja,Zakon o spremembah in dopolnitvah Zakona o spodbujanju skladnega regionalnega razvoja - Glasovanje o zakonu v celoti,None
20. redna seja,Zakon o dimnikarskih storitvah - Evidenčni sklep o primernosti predloga zakona 16.6.2016,None
20. redna seja,Zakon o spremembah in dopolnitvah Zakona o organizaciji in financiranju vzgoje in izobraževanja - Glasovanje o zakonu v celoti,None
20. redna seja,Zakon o izvajanju mednarodnih programov s področja vzgoje in izobraževanja - Glasovanje o zakonu v celoti,None
20. redna seja,Zakon o spremembah in dopolnitvah Zakona o odvetništvu - Glasovanje o zakonu v celoti,None
20. redna seja,Zakon o spremembah in dopolnitvah Zakona o odvetništvu - Amandma: K 1. členu 7.6.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],None
20. redna seja,Zakon o spremembi in dopolnitvi Zakona o letalstvu - Glasovanje o zakonu v celoti,None
20. redna seja,Zakon o spremembah in dopolnitvah Zakona o izvrševanju proračunov Republike Slovenije za leti 2016 in 2017 - Glasovanje o zakonu v celoti,None
20. redna seja,|Interpelacija o delu in odgovornosti ministrice za delo, družino, socialne zadeve in enake možnosti, dr. Anje Kopač Mrak - Glasovanje o interpelaciji - MiDDSZEM Anja Kopač Mrak|,None
20. redna seja,Predlog za imenovanje druge namestnice predsednika Računskega sodišča - Glasovanje o sestavi komisije za tajno glasovanje,None
20. redna seja,|Predlog sklepa (razprava o odgovoru ministra za kmetijstvo, gozdarstvo in prehrano mag. Dejana Židana na poslansko vprašanje Zvonka Laha v zvezi s koncesijami za upravljanje z gozdovi v državni lasti.)|,None
19. redna seja,Predlog kandidata za ministra za kulturo - Glasovanje o listi kandidatov za ministre,1
19. redna seja,Zakon o postopku priznavanja poklicnih kvalifikacij za opravljanje reguliranih poklicev - Glasovanje o zakonu v celoti,1
19. redna seja,Zakon o ratifikaciji Poroštvene pogodbe med Republiko Slovenijo in Evropsko investicijsko banko (avtoceste IX) - Glasovanje o zakonu v celoti,1
19. redna seja,Zakon o ratifikaciji Sporazuma o znanstvenem in tehnološkem sodelovanju med Vlado Republike Slovenije in Vlado Republike Tunizije - Glasovanje o zakonu v celoti,1
19. redna seja,Zakon o ratifikaciji Sporazuma o zračnih prevozih med Vlado Republike Slovenije in Vlado Združenih arabskih emiratov - Glasovanje o zakonu v celoti,1
19. redna seja,Zakon o ratifikaciji Sporazuma med Vlado Republike Slovenije in Vlado Gruzije o mednarodnem cestnem prevozu potnikov in blaga - Glasovanje o zakonu v celoti,1
19. redna seja,Zakon o ratifikaciji Sporazuma med Vlado Republike Slovenije in Vlado Azerbajdžanske republike o mednarodnem cestnem prevozu - Glasovanje o zakonu v celoti,1
19. redna seja,Zakon o kolektivnem upravljanju avtorske in sorodnih pravic - Evidenčni sklep o primernosti predloga zakona ,1
19. redna seja,Zakon o spremembah in dopolnitvah Zakona o spodbujanju skladnega regionalnega razvoja - Evidenčni sklep o primernosti predloga zakona ,1
17. redna seja,|Zakon o spremembah in dopolnitvah Zakona o finančnem poslovanju, postopkih zaradi insolventnosti in prisilnem prenehanju - Glasovanje o zakonu v celoti|,1
17. redna seja,|Zakon o spremembah in dopolnitvah Zakona o finančnem poslovanju, postopkih zaradi insolventnosti in prisilnem prenehanju - Amandma: K 1. členu 31.3.2016 [ZL - Poslanska skupina Združena levica]|,0
17. redna seja,|Zakon o spremembah in dopolnitvah Zakona o finančnem poslovanju, postopkih zaradi insolventnosti in prisilnem prenehanju - Amandma: K 1. členu 31.3.2016 [ZL - Poslanska skupina Združena levica]|,0
17. redna seja,Zakon o spremembah in dopolnitvah Zakona o kmetijskih zemljiščih - Glasovanje o zakonu v celoti,1
17. redna seja,|Zakon o spremembi in dopolnitvah Zakona o Javnem jamstvenem, preživninskem in invalidskem skladu Republike Slovenije - Evidenčni sklep o primernosti predloga zakona |,0
17. redna seja,Zakon o spremembah in dopolnitvah Zakona o pokojninskem in invalidskem zavarovanju - Evidenčni sklep o primernosti predloga zakona ,0
17. redna seja,Zakon o sistemu jamstva za vloge - Glasovanje o zakonu v celoti,1
17. redna seja,Zakon o sistemu jamstva za vloge - Amandma: K 56. členu 15.3.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],0
17. redna seja,Zakon o spremembah in dopolnitvah Zakona o zagotavljanju sredstev za investicije v prometno infrastrukturo - Evidenčni sklep o primernosti predloga zakona ,0
17. redna seja,Zakon o graditvi prometne infrastrukture v Republiki Sloveniji - Evidenčni sklep o primernosti predloga zakona ,0
20. redna seja,Predlog sklepa (razprava o odgovoru ministra za gospodarski razvoj in tehnologijo Zdravka Počivalška na poslansko vprašanje Luke Mesca v zvezi z deregulacijo cen naftnih derivatov.),None
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 10.a. členu 18.1.2016 [ZL - Poslanska skupina Združena levica],0
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 10. členu 19.1.2016 [NSi - Poslanska skupina Nove Slovenije - krščanskih demokratov],0
15. redna seja,Zakon o spremembah in dopolnitvah Zakona o prispevkih za socialno varnost - Evidenčni sklep o primernosti predloga zakona ,0
17. redna seja,Predlog sklepa (razprava o odgovoru ministrice za obrambo Andreje Katič na poslansko vprašanje Žana Mahniča v zvezi s sestrelitvijo helikopterja nad Rožno dolino),0
17. redna seja,Predlog sklepa (razprava o odgovoru ministrice za okolje in prostor Irene Majcen na poslansko vprašanje Danijela Krivca v zvezi z zagotavljanjem protipoplavne varnosti),0
17. redna seja,Predlog sklepa (razprava o odgovoru ministrice za kulturo mag. Julijane Bizjak Mlakar na poslansko vprašanje Violete Tomić  v zvezi s finančnim položajem Društva slovenskih književnih prevajalcev),0
17. redna seja,Predlog sklepa (razprava o odgovoru ministra za infrastrukturo dr. Petra Gašperšiča na poslansko vprašanje Ljuba Žnidarja v zvezi s protihrupnimi ograjami),0
17. redna seja,Predlog sklepa (razprava o odgovoru ministrice za zdravje Marije Milojke Kolar Celarc na poslansko vprašanje mag. Marka Pogačnika v zvezi s spremembami Zakona o zdravilstvu),0
16. redna seja,Zakon o mednarodni zaščiti - Glasovanje o zakonu v celoti,1
16. redna seja,Zakon o mednarodni zaščiti - Amandma: K 125. členu 4.3.2016 [SMC - Poslanska skupina Stranke modernega centra],1
16. redna seja,Zakon o mednarodni zaščiti - Amandma: K 70. členu 4.3.2016 [SMC - Poslanska skupina Stranke modernega centra],0
16. redna seja,Zakon o mednarodni zaščiti - Amandma: K 70. členu 3.3.2016 [ZL - Poslanska skupina Združena levica],1
16. redna seja,Zakon o mednarodni zaščiti - Amandma: K 51. členu 4.3.2016 [SMC - Poslanska skupina Stranke modernega centra],1
16. redna seja,Zakon o mednarodni zaščiti - Amandma: K 51. členu 3.3.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],0
16. redna seja,Predlog sklepa (prenos točke na eno od naslednjih sej),0
16. redna seja,Proceduralni predlog (pol urna prekinitev obravnave),0
16. redna seja,Proceduralni predlog (prekinitev in pridobitev mnenja ZPS po tretjem odstavku 37. člena.),0
16. redna seja,Razveljavitev Proceduralnega predloga na podlagi petega odstavka 67. člena Poslovnika Državnega zbora (vsak govornik razpravlja le enkrat) - druga nesklepčnost,0
16. redna seja,Ravzeljavitev Proceduralnega predloga na podlagi petega odstavka 67. člena Poslovnika Državnega zbora (vsak govornik razpravlja le enkrat) - prva nesklepčnost,0
16. redna seja,Proceduralni predlog na podlagi petega odstavka 67. člena Poslovnika Državnega zbora (vsak govornik razpravlja le enkrat),1
16. redna seja,|Sklep o spremembah Sklepa o sestavi in imenovanju predsednika, podpredsednika, članov in namestnikov članov Preiskovalne komisije o ugotavljanju zlorab v slovenskem bančnem sistemu ter ugotavljanju vzrokov in odgovornosti za že drugo sanacijo bančnega sistema v samostojni Sloveniji - Glasovanje|,1
16. redna seja,|Sklep o spremembi Sklepa o sestavi in imenovanju predsednika, podpredsednika, članov in namestnikov članov Preiskovalne komisije za ugotavljanje politične odgovornosti nosilcev javnih funkcij pri investiciji v blok 6 Termoelektrarne Šoštanj - Glasovanje|,1
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Glasovanje o zakonu v celoti,1
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 15. členu 1.2.2016 [ZL - Poslanska skupina Združena levica],0
15. redna seja,Zakon o spremembah in dopolnitvah Zakona o medijih - Glasovanje o zakonu v celoti,1
15. redna seja,Zakon o pogrebni dejavnosti ter upravljanju pokopališč - Evidenčni sklep MDT,1
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Evidenčni sklep da se tretja obravnava opravi na isti seji ,1
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 45. členu 19.1.2016 [SMC - Poslanska skupina Stranke modernega centra],1
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 30.a. členu 18.1.2016 [ZL - Poslanska skupina Združena levica],0
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 29. členu 18.1.2016 [ZL - Poslanska skupina Združena levica],0
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 29. členu 19.1.2016 [NSi - Poslanska skupina Nove Slovenije - krščanskih demokratov],0
15. redna seja,Zakon o gospodarjenju z gozdovi v lasti Republike Slovenije - Amandma: K 16.a. členu 18.1.2016 [ZL - Poslanska skupina Združena levica],1
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0
20. redna seja,Predlog sklepa (razprava o odgovoru ministra za pravosodje mag. Gorana Klemenčiča na poslansko vprašanje dr. Vinka Gorenaka v zvezi s preiskovanjem sumov kaznivih dejanj bančne kriminalitete.),None
14. redna seja,Priporočilo Vladi Republike Slovenije za povečanje stopnje transparentnosti in demokratičnosti njenega delovanja in delovanja ministrstev - Glasovanje o aktu v celoti,1
14. redna seja,Priporočilo Vladi Republike Slovenije za povečanje stopnje transparentnosti in demokratičnosti njenega delovanja in delovanja ministrstev - Amandma: K 4. točki 8.12.2015 [SDS - Poslanska skupina Slovenske demokratske stranke],0
14. redna seja,Zakon o slovenskem ogrodju kvalifikacij - Glasovanje o zakonu v celoti,1
14. redna seja,Zakon o spremembi in dopolnitvi Zakona o plačilu odškodnine žrtvam vojnega in povojnega nasilja - Glasovanje o zakonu v celoti,1
14. redna seja,|Priporočilo v zvezi s problematiko svetovalnih pogodb v Novi Ljubljanski banki, d. d. - Glasovanje o aktu v celoti|,1
14. redna seja,Zakon o spremembah in dopolnitvah Zakona o ukrepih Republike Slovenije za krepitev stabilnosti bank - Amandma: K 8. členu 7.12.2015 [NP - Poslanska skupina nepovezanih poslancev],1
14. redna seja,Predlog sklepa (razprava o odgovoru ministra za finance dr. Dušana Mramorja na poslansko vprašanje Luke Mesca v zvezi s privatizacijo Adrie Airways Tehnika.),0
14. redna seja,Predlog sklepa (razprava o odgovoru ministra za finance dr. Dušana Mramorja na poslansko vprašanje Žana Mahniča v zvezi z zavezami danimi zvezi NATO glede obrambnega proračuna.),0
12. redna seja,Zakon o spremembah in dopolnitvah Zakona o železniškem prometu - Sklep o pripravi uradnega prečiščenega besedila zakona,1
12. redna seja,Zakon o spremembah in dopolnitvah Zakona o železniškem prometu - Glasovanje o zakonu v celoti,1
12. redna seja,Zakon o javnem naročanju - Glasovanje o zakonu v celoti,1
