Priimek,Števec
prikl,1
tomić,1
trček,7
ban,0
cink,1
ferluga,0
kavčič,1
kotnik,3
prelog,0
ranc,3
šergan,0
zorčič,0
dekleva,1
brglez,0
košnik,1
horvat,6
koleša,1
kramar,0
matić,3
murgel,0
rajić,2
shaker,3
dolinšek,0
škodnik,2
škopac,1
zajc,0
zorman,1
gantar,0
hainz,1
hršak,0
kotnik,3
levičar,0
battelli,0
breznik,0
brinovšek,2
grims,0
irgl,0
lep,198
logar,2
mahnič,2
podkrajšek,0
pojbič,1
šircelj,0
muršič,1
nemec,1
horvat,6
vrtovec,0
kovačič,0
hanžek,0
kordiš,3
škoberne,2
vilfan,4
veber,7
krajnc,1
janša,1
göncz,4
tanko,0
novak,2
han,2
sluga,2
tonin,1
jurša,0
gorenak,4
vervega,2
potočnik,2
kopmajer,0
žibert,0
godec,2
krivec,2
lisec,6
pogačnik,1
žnidar,0
dimic,0
tašner,0
bizjak,0
lipicer,0
möderndorfer,2
verbič,4
mesec,68
čuš,2
laj,2
ljubič,0
počkaj,0
bratušek,5
lah,0
dobovšek,2
bačič,0
klanjšček,0
radič,0
tabaković,0
