Priimek,Števec
prikl,7
tomić,0
trček,35
ban,0
cink,5
ferluga,18
kavčič,10
kotnik,23
prelog,0
ranc,2
šergan,2
zorčič,0
dekleva,7
brglez,1
košnik,16
horvat,12
koleša,17
kramar,0
matić,17
murgel,2
rajić,21
shaker,18
dolinšek,7
škodnik,15
škopac,6
zajc,4
zorman,7
gantar,5
hainz,18
hršak,0
kotnik,23
levičar,3
battelli,2
breznik,32
brinovšek,11
grims,20
irgl,6
lep,1195
logar,6
mahnič,34
podkrajšek,9
pojbič,31
šircelj,11
muršič,7
nemec,12
horvat,12
vrtovec,5
kovačič,2
hanžek,1
kordiš,63
škoberne,0
vilfan,2
veber,44
krajnc,1
janša,50
göncz,24
tanko,77
novak,39
han,19
sluga,9
tonin,61
jurša,24
gorenak,29
vervega,13
potočnik,7
kopmajer,4
žibert,25
godec,39
krivec,17
lisec,41
pogačnik,8
žnidar,10
dimic,5
tašner,3
bizjak,7
lipicer,4
möderndorfer,14
verbič,11
mesec,297
čuš,18
laj,0
ljubič,0
počkaj,0
bratušek,40
lah,19
dobovšek,4
bačič,13
klanjšček,2
radič,0
tabaković,0
